distance_plan_m,easting_epsg25832,northing_epsg25832,raw_dgm_nhn_m,model_nhn_m,bridge_estimated
17330.98017,356629.02319,5580193.40031,552.18966,552.20075,0.00000
17332.98005,356630.91736,5580192.75817,552.38413,552.38285,0.00000
17334.97994,356632.81183,5580192.11692,552.56693,552.56994,0.00000
17336.97982,356634.70658,5580191.47644,552.76427,552.75512,0.00000
17338.97970,356636.60154,5580190.83661,552.93507,552.93152,0.00000
17340.97958,356638.49668,5580190.19729,553.09973,553.10127,0.00000
17342.97946,356640.39195,5580189.55837,553.26818,553.27193,0.00000
17344.97935,356642.28730,5580188.91971,553.44789,553.44560,0.00000
17346.97923,356644.18268,5580188.28119,553.61828,553.61940,0.00000
17348.97911,356646.07806,5580187.64268,553.79565,553.79162,0.00000
17350.97899,356647.97338,5580187.00406,553.95782,553.96351,0.00000
17352.97888,356649.86859,5580186.36520,554.13685,554.14042,0.00000
17354.97876,356651.76366,5580185.72597,554.32410,554.32191,0.00000
17356.97864,356653.65853,5580185.08625,554.50557,554.50182,0.00000
17358.97852,356655.55317,5580184.44591,554.67529,554.67951,0.00000
17360.97841,356657.44751,5580183.80482,554.85831,554.86000,0.00000
17362.97829,356659.34153,5580183.16286,555.04341,555.04333,0.00000
17364.97817,356661.23516,5580182.51991,555.23313,555.22323,0.00000
17366.97805,356663.12837,5580181.87583,555.38988,555.39835,0.00000
17368.97793,356665.02111,5580181.23050,555.57421,555.57730,0.00000
17370.97782,356666.91332,5580180.58377,555.76931,555.75727,0.00000
17372.97770,356668.80394,5580179.93258,555.92392,555.93165,0.00000
17374.97758,356670.69011,5580179.26879,556.10964,556.10550,0.00000
17376.97746,356672.56881,5580178.58373,556.27779,556.28023,0.00000
17378.97735,356674.43699,5580177.86872,556.45187,556.45814,0.00000
17380.97723,356676.29163,5580177.11509,556.64809,556.63684,0.00000
17382.97711,356678.12916,5580176.31400,556.81288,556.80387,0.00000
17384.97699,356679.94111,5580175.45519,556.95810,556.95629,0.00000
17386.97688,356681.71633,5580174.52758,557.10430,557.10088,0.00000
17388.97676,356683.44362,5580173.52013,557.23572,557.24544,0.00000
17390.97664,356685.11230,5580172.42241,557.39999,557.39394,0.00000
17392.97652,356686.72382,5580171.24012,557.54496,557.53818,0.00000
17394.97640,356688.29207,5580169.99547,557.67305,557.67487,0.00000
17396.97629,356689.83148,5580168.71139,557.80682,557.81173,0.00000
17398.97617,356691.34506,5580167.39796,557.95609,557.95171,0.00000
17400.97605,356692.80971,5580166.03587,558.08859,558.09152,0.00000
17402.97593,356694.19881,5580164.60183,558.23269,558.23141,0.00000
17404.97582,356695.50083,5580163.08684,558.37247,558.37052,0.00000
17406.97570,356696.73347,5580161.50966,558.50560,558.50812,0.00000
17408.97558,356697.91780,5580159.89220,558.65166,558.64252,0.00000
17410.97546,356699.07456,5580158.25600,558.77000,558.76939,0.00000
17412.97535,356700.21666,5580156.61302,558.89076,558.89291,0.00000
17414.97523,356701.34888,5580154.96538,559.01280,559.02175,0.00000
17416.97511,356702.47570,5580153.31474,559.16282,559.15801,0.00000
17418.97499,356703.60140,5580151.66271,559.28984,559.29738,0.00000
17420.97487,356704.72763,5580150.00987,559.44796,559.43605,0.00000
17422.97476,356705.85362,5580148.35583,559.56667,559.56724,0.00000
17424.97464,356706.97850,5580146.70020,559.69478,559.69208,0.00000
17426.97452,356708.10141,5580145.04255,559.81545,559.81280,0.00000
17428.97440,356709.22148,5580143.38247,559.92947,559.93026,0.00000
17430.97429,356710.33786,5580141.71956,560.04645,560.04737,0.00000
17432.97417,356711.44967,5580140.05341,560.16641,560.16410,0.00000
17434.97405,356712.55606,5580138.38359,560.28253,560.27515,0.00000
17436.97393,356713.65616,5580136.70971,560.38271,560.37488,0.00000
17438.97382,356714.74910,5580135.03134,560.45931,560.46694,0.00000
17440.97370,356715.83403,5580133.34809,560.56618,560.55812,0.00000
17442.97358,356716.91007,5580131.65953,560.64300,560.64663,0.00000
17444.97346,356717.97637,5580129.96526,560.73835,560.73243,0.00000
17446.97335,356719.03207,5580128.26486,560.81071,560.81748,0.00000
17448.97323,356720.07629,5580126.55793,560.90518,560.90677,0.00000
17450.97311,356721.10817,5580124.84405,561.00177,560.99937,0.00000
17452.97299,356722.12686,5580123.12282,561.09051,561.09099,0.00000
17454.97287,356723.13148,5580121.39381,561.18344,561.18063,0.00000
17456.97276,356724.12117,5580119.65663,561.26704,561.26814,0.00000
17458.97264,356725.09507,5580117.91085,561.35701,561.35396,0.00000
17460.97252,356726.05232,5580116.15607,561.43640,561.43913,0.00000
17462.97240,356726.99205,5580114.39188,561.52083,561.52957,0.00000
17464.97229,356727.91345,5580112.61789,561.63022,561.62832,0.00000
17466.97217,356728.81751,5580110.83462,561.72981,561.72932,0.00000
17468.97205,356729.70752,5580109.04371,561.83117,561.82751,0.00000
17470.97193,356730.58691,5580107.24689,561.92301,561.92172,0.00000
17472.97182,356731.45874,5580105.44574,562.00870,562.01586,0.00000
17474.97170,356732.31722,5580103.63828,562.12149,562.11050,0.00000
17476.97158,356733.14798,5580101.81909,562.19773,562.19925,0.00000
17478.97146,356733.93632,5580099.98259,562.28362,562.28533,0.00000
17480.97134,356734.67362,5580098.12561,562.37214,562.37384,0.00000
17482.97123,356735.36565,5580096.25059,562.46638,562.46363,0.00000
17484.97111,356736.02030,5580094.36077,562.55061,562.55242,0.00000
17486.97099,356736.64541,5580092.45940,562.64419,562.63916,0.00000
17488.97087,356737.24885,5580090.54975,562.72191,562.72152,0.00000
17490.97076,356737.83850,5580088.63505,562.80376,562.79833,0.00000
17492.97064,356738.42160,5580086.71832,562.87138,562.86799,0.00000
17494.97052,356739.00047,5580084.80053,562.93203,562.93136,0.00000
17496.97040,356739.57495,5580082.88166,562.99379,562.99099,0.00000
17498.97029,356740.14486,5580080.96166,563.04572,563.04845,0.00000
17500.97017,356740.71004,5580079.04050,563.11145,563.10338,0.00000
17502.97005,356741.27030,5580077.11814,563.14914,563.15410,0.00000
17504.96993,356741.82548,5580075.19455,563.20933,563.20182,0.00000
17506.96981,356742.37541,5580073.26970,563.24560,563.24303,0.00000
17508.96970,356742.91991,5580071.34354,563.28144,563.27610,0.00000
17510.96958,356743.45881,5580069.41603,563.30035,563.30469,0.00000
17512.96946,356743.99194,5580067.48715,563.33436,563.33352,0.00000
17514.96934,356744.51912,5580065.55686,563.36986,563.35771,0.00000
17516.96923,356745.04018,5580063.62511,563.36828,563.37271,0.00000
17518.96911,356745.55495,5580061.69188,563.38522,563.38601,0.00000
17520.96899,356746.06326,5580059.75713,563.40328,563.39949,0.00000
17522.96887,356746.56493,5580057.82082,563.41223,563.40758,0.00000
17524.96876,356747.05980,5580055.88291,563.41228,563.40735,0.00000
17526.96864,356747.54768,5580053.94337,563.39758,563.40170,0.00000
17528.96852,356748.02841,5580052.00216,563.40144,563.39404,0.00000
17530.96840,356748.50181,5580050.05925,563.37690,563.38448,0.00000
17532.96828,356748.96771,5580048.11459,563.38379,563.37393,0.00000
17534.96817,356749.42594,5580046.16816,563.35530,563.35889,0.00000
17536.96805,356749.87633,5580044.21992,563.34702,563.33893,0.00000
17538.96793,356750.31869,5580042.26983,563.31151,563.31340,0.00000
17540.96781,356750.75287,5580040.31785,563.28791,563.28328,0.00000
17542.96770,356751.17869,5580038.36395,563.25269,563.24568,0.00000
17544.96758,356751.59597,5580036.40810,563.20209,563.19753,0.00000
17546.96746,356752.00454,5580034.45024,563.13843,563.14412,0.00000
17548.96734,356752.40424,5580032.49036,563.09489,563.09171,0.00000
17550.96723,356752.79488,5580030.52841,563.04017,563.03747,0.00000
17552.96711,356753.17629,5580028.56436,562.98076,562.97784,0.00000
17554.96699,356753.54822,5580026.59816,562.91622,562.91185,0.00000
17556.96687,356753.90868,5580024.62967,562.84023,562.84007,0.00000
17558.96675,356754.25424,5580022.65863,562.76707,562.76533,0.00000
17560.96664,356754.58142,5580020.68481,562.68559,562.69157,0.00000
17562.96652,356754.88670,5580018.70795,562.62264,562.62184,0.00000
17564.96640,356755.16662,5580016.72781,562.55700,562.55172,0.00000
17566.96628,356755.41766,5580014.74414,562.47543,562.47701,0.00000
17568.96617,356755.63640,5580012.75670,562.40507,562.39689,0.00000
17570.96605,356755.82140,5580010.76557,562.31197,562.30756,0.00000
17572.96593,356755.97402,5580008.77129,562.21006,562.20971,0.00000
17574.96581,356756.09582,5580006.77440,562.11268,562.10535,0.00000
17576.96570,356756.18836,5580004.77548,561.99403,561.99351,0.00000
17578.96558,356756.25320,5580002.77508,561.87827,561.87674,0.00000
17580.96546,356756.29191,5580000.77376,561.75913,561.75665,0.00000
17582.96534,356756.30604,5579998.77208,561.63416,561.63317,0.00000
17584.96522,356756.29681,5579996.77061,561.50608,561.50867,0.00000
17586.96511,356756.26261,5579994.76985,561.38671,561.38558,0.00000
17588.96499,356756.20039,5579992.77032,561.26096,561.26395,0.00000
17590.96487,356756.10711,5579990.77252,561.14612,561.14213,0.00000
17592.96475,356755.97969,5579988.77695,561.02394,561.01328,0.00000
17594.96464,356755.81529,5579986.78411,560.86796,560.87675,0.00000
17596.96452,356755.61451,5579984.79431,560.74587,560.73955,0.00000
17598.96440,356755.38103,5579982.80769,560.60286,560.59761,0.00000
17600.96428,356755.11865,5579980.82441,560.44897,560.44765,0.00000
17602.96417,356754.83114,5579978.84459,560.29281,560.29336,0.00000
17604.96405,356754.52206,5579976.86831,560.14311,560.13416,0.00000
17606.96393,356754.19406,5579974.89530,559.96843,559.96596,0.00000
17608.96381,356753.84958,5579972.92526,559.78824,559.79334,0.00000
17610.96370,356753.49109,5579970.95786,559.62673,559.62134,0.00000
17612.96358,356753.12096,5579968.99280,559.44481,559.44873,0.00000
17614.96346,356752.73965,5579967.03000,559.27673,559.27741,0.00000
17616.96334,356752.34551,5579965.06962,559.11118,559.10514,0.00000
17618.96322,356751.93679,5579963.11186,558.93044,558.92579,0.00000
17620.96311,356751.51175,5579961.15688,558.73693,558.74090,0.00000
17622.96299,356751.06827,5579959.20506,558.55978,558.55502,0.00000
17624.96287,356750.60037,5579957.25865,558.36407,558.36853,0.00000
17626.96275,356750.09972,5579955.32109,558.18531,558.18312,0.00000
17628.96264,356749.55795,5579953.39581,557.99624,557.99870,0.00000
17630.96252,356748.96670,5579951.48626,557.81694,557.81479,0.00000
17632.96240,356748.31991,5579949.59506,557.62883,557.63096,0.00000
17634.96228,356747.62494,5579947.72012,557.44877,557.44782,0.00000
17636.96217,356746.89399,5579945.85764,557.26375,557.26625,0.00000
17638.96205,356746.13928,5579944.00383,557.08371,557.08946,0.00000
17640.96193,356745.37221,5579942.15515,556.91898,556.91921,0.00000
17642.96181,356744.59532,5579940.31111,556.75269,556.75165,0.00000
17644.96169,356743.80558,5579938.47311,556.58319,556.58374,0.00000
17646.96158,356742.99988,5579936.64255,556.41641,556.41564,0.00000
17648.96146,356742.17511,5579934.82088,556.24542,556.24916,0.00000
17650.96134,356741.32815,5579933.00951,556.08276,556.08777,0.00000
17652.96122,356740.45590,5579931.20987,555.93758,555.92824,0.00000
17654.96111,356739.55563,5579929.42340,555.76289,555.76338,0.00000
17656.96099,356738.62609,5579927.65157,555.59045,555.59904,0.00000
17658.96087,356737.66642,5579925.89590,555.44046,555.44339,0.00000
17660.96075,356736.67576,5579924.15787,555.29926,555.29187,0.00000
17662.96064,356735.65323,5579922.43898,555.12764,555.14212,0.00000
17664.96052,356734.59865,5579920.74019,555.00588,554.99962,0.00000
17666.96040,356733.51589,5579919.05924,554.85386,554.86184,0.00000
17668.96028,356732.41030,5579917.39267,554.72987,554.72885,0.00000
17670.96016,356731.28723,5579915.73704,554.59695,554.60114,0.00000
17672.96005,356730.15206,5579914.08891,554.47073,554.48347,0.00000
17674.95993,356729.00779,5579912.44658,554.37982,554.37974,0.00000
17676.95981,356727.85031,5579910.81376,554.28007,554.28439,0.00000
17678.95969,356726.67417,5579909.19518,554.19485,554.19331,0.00000
17680.95958,356725.47388,5579907.59555,554.09884,554.10725,0.00000
17682.95946,356724.24398,5579906.01960,554.02563,554.03111,0.00000
17684.95934,356722.97928,5579904.47185,553.96424,553.96448,0.00000
17686.95922,356721.68094,5579902.95154,553.89796,553.90418,0.00000
17688.95911,356720.35670,5579901.45255,553.85063,553.84950,0.00000
17690.95899,356719.01457,5579899.96853,553.79649,553.79797,0.00000
17692.95887,356717.66255,5579898.49314,553.74324,553.75146,0.00000
17694.95875,356716.30520,5579897.02297,553.71444,553.71195,0.00000
17696.95863,356714.93961,5579895.56106,553.67457,553.67379,0.00000
17698.95852,356713.56193,5579894.11126,553.63476,553.63409,0.00000
17700.95840,356712.16828,5579892.67742,553.59045,553.59612,0.00000
17702.95828,356710.75481,5579891.26338,553.56177,553.56428,0.00000
17704.95816,356709.31843,5579889.87228,553.53717,553.53748,0.00000
17706.95805,356707.85997,5579888.50377,553.51427,553.51095,0.00000
17708.95793,356706.38144,5579887.15641,553.48083,553.48313,0.00000
17710.95781,356704.88484,5579885.82877,553.45196,553.45994,0.00000
17712.95769,356703.37216,5579884.51945,553.44284,553.44671,0.00000
17714.95758,356701.84439,5579883.22803,553.44372,553.43924,0.00000
17716.95746,356700.30100,5579881.95560,553.42636,553.43276,0.00000
17718.95734,356698.74136,5579880.70340,553.43312,553.42818,0.00000
17720.95722,356697.16481,5579879.47264,553.41781,553.42568,0.00000
17722.95710,356695.57071,5579878.26455,553.42897,553.42728,0.00000
17724.95699,356693.95881,5579877.07994,553.43398,553.42896,0.00000
17726.95687,356692.32969,5579875.91886,553.42048,553.43056,0.00000
17728.95675,356690.68404,5579874.78123,553.43865,553.43898,0.00000
17730.95663,356689.02253,5579873.66698,553.45342,553.45207,0.00000
17732.95652,356687.34585,5579872.57604,553.46100,553.46765,0.00000
17734.95640,356685.65469,5579871.50831,553.49096,553.48669,0.00000
17736.95628,356683.95017,5579870.46253,553.50425,553.50607,0.00000
17738.95616,356682.23399,5579869.43604,553.52309,553.52743,0.00000
17740.95605,356680.50783,5579868.42607,553.55457,553.55318,0.00000
17742.95593,356678.77341,5579867.42987,553.57574,553.58318,0.00000
17744.95581,356677.03244,5579866.44470,553.62282,553.61665,0.00000
17746.95569,356675.28662,5579865.46778,553.64725,553.64801,0.00000
17748.95558,356673.53766,5579864.49637,553.68089,553.67560,0.00000
17750.95546,356671.78702,5579863.52812,553.69107,553.70447,0.00000
17752.95534,356670.03502,5579862.56248,553.74700,553.73888,0.00000
17754.95522,356668.28169,5579861.59941,553.77606,553.76988,0.00000
17756.95510,356666.52706,5579860.63886,553.78354,553.79930,0.00000
17758.95499,356664.77115,5579859.68078,553.84276,553.83652,0.00000
17760.95487,356663.01398,5579858.72514,553.87772,553.87326,0.00000
17762.95475,356661.25557,5579857.77189,553.90301,553.90425,0.00000
17764.95463,356659.49595,5579856.82098,553.93387,553.93353,0.00000
17766.95452,356657.73513,5579855.87236,553.96432,553.96162,0.00000
17768.95440,356655.97316,5579854.92601,553.98647,553.98751,0.00000
17770.95428,356654.21004,5579853.98185,554.01440,554.01234,0.00000
17772.95416,356652.44579,5579853.03987,554.03242,554.03849,0.00000
17774.95405,356650.68046,5579852.10000,554.07035,554.06822,0.00000
17776.95393,356648.91404,5579851.16220,554.09939,554.09803,0.00000
17778.95381,356647.14658,5579850.22644,554.12724,554.12519,0.00000
17780.95369,356645.37809,5579849.29266,554.14637,554.15267,0.00000
17782.95357,356643.60859,5579848.36082,554.18556,554.18501,0.00000
17784.95346,356641.83811,5579847.43087,554.21623,554.22230,0.00000
17786.95334,356640.06667,5579846.50278,554.26984,554.25982,0.00000
17788.95322,356638.29430,5579845.57649,554.29693,554.28749,0.00000
17790.95310,356636.52101,5579844.65196,554.29072,554.31114,0.00000
17792.95299,356634.74684,5579843.72915,554.35530,554.34184,0.00000
17794.95287,356632.97180,5579842.80800,554.37076,554.36941,0.00000
17796.95275,356631.19592,5579841.88849,554.38565,554.39387,0.00000
17798.95263,356629.41921,5579840.97055,554.42836,554.42107,0.00000
17800.95252,356627.64171,5579840.05416,554.44417,554.44667,0.00000
17802.95240,356625.86344,5579839.13925,554.47226,554.47110,0.00000
17804.95228,356624.08441,5579838.22579,554.49314,554.49710,0.00000
17806.95216,356622.30466,5579837.31374,554.52747,554.52508,0.00000
17808.95204,356620.52420,5579836.40304,554.55385,554.55152,0.00000
17810.95193,356618.74307,5579835.49365,554.57536,554.57497,0.00000
17812.95181,356616.96127,5579834.58554,554.59368,554.59932,0.00000
17814.95169,356615.17884,5579833.67864,554.63080,554.62633,0.00000
17816.95157,356613.39580,5579832.77293,554.65273,554.65072,0.00000
17818.95146,356611.61217,5579831.86834,554.67392,554.66917,0.00000
17820.95134,356609.82797,5579830.96485,554.68070,554.68316,0.00000
17822.95122,356608.04323,5579830.06240,554.69713,554.69630,0.00000
17824.95110,356606.25797,5579829.16095,554.71276,554.70747,0.00000
17826.95099,356604.47221,5579828.26046,554.70946,554.71708,0.00000
17828.95087,356602.68599,5579827.36087,554.73230,554.72885,0.00000
17830.95075,356600.89931,5579826.46215,554.74646,554.73638,0.00000
17832.95063,356599.11220,5579825.56425,554.72934,554.73738,0.00000
17834.95051,356597.32469,5579824.66712,554.73932,554.74212,0.00000
17836.95040,356595.53680,5579823.77073,554.75215,554.75310,0.00000
17838.95028,356593.74855,5579822.87502,554.76908,554.76451,0.00000
17840.95016,356591.95997,5579821.97995,554.77258,554.77188,0.00000
17842.95004,356590.17108,5579821.08548,554.77694,554.77603,0.00000
17844.94993,356588.38190,5579820.19156,554.77803,554.77876,0.00000
17846.94981,356586.59245,5579819.29815,554.78497,554.77818,0.00000
17848.94969,356584.80276,5579818.40520,554.77400,554.77079,0.00000
17850.94957,356583.01285,5579817.51266,554.75000,554.76370,0.00000
17852.94946,356581.22275,5579816.62050,554.76881,554.76571,0.00000
17854.94934,356579.43247,5579815.72867,554.77264,554.77022,0.00000
17856.94922,356577.64205,5579814.83712,554.77180,554.77139,0.00000
17858.94910,356575.85149,5579813.94580,554.77179,554.76998,0.00000
17860.94898,356574.06084,5579813.05468,554.76569,554.76731,0.00000
17862.94887,356572.27010,5579812.16371,554.76590,554.76445,0.00000
17864.94875,356570.47931,5579811.27284,554.76192,554.75994,0.00000
17866.94863,356568.68848,5579810.38203,554.75329,554.75257,0.00000
17868.94851,356566.89764,5579809.49124,554.74411,554.74289,0.00000
17870.94840,356565.10682,5579808.60041,554.73173,554.73161,0.00000
17872.94828,356563.31603,5579807.70951,554.71934,554.72031,0.00000
17874.94816,356561.52529,5579806.81849,554.70725,554.71201,0.00000
17876.94804,356559.73464,5579805.92730,554.70967,554.70747,0.00000
17878.94793,356557.94410,5579805.03591,554.70353,554.70285,0.00000
17880.94781,356556.15368,5579804.14426,554.69778,554.69640,0.00000
17882.94769,356554.36341,5579803.25230,554.68530,554.69077,0.00000
17884.94757,356552.57332,5579802.36001,554.69067,554.68799,0.00000
17886.94746,356550.78342,5579801.46733,554.68726,554.68391,0.00000
17888.94734,356548.99375,5579800.57421,554.67345,554.67721,0.00000
17890.94722,356547.20431,5579799.68061,554.67563,554.66899,0.00000
17892.94710,356545.41515,5579798.78649,554.65567,554.65670,0.00000
17894.94698,356543.62627,5579797.89180,554.64344,554.64232,0.00000
17896.94687,356541.83771,5579796.99650,554.62174,554.63193,0.00000
17898.94675,356540.04948,5579796.10055,554.63151,554.62939,0.00000
17900.94663,356538.26161,5579795.20388,554.62523,554.62909,1.00000
17902.94651,356536.47412,5579794.30648,554.60784,554.62649,1.00000
17904.94640,356534.68704,5579793.40828,554.60055,554.62169,1.00000
17906.94628,356532.90039,5579792.50924,554.57992,554.61511,1.00000
17908.94616,356531.11419,5579791.60932,554.56161,554.60687,1.00000
17910.94604,356529.32860,5579790.70821,554.54892,554.59710,1.00000
17912.94593,356527.54515,5579789.80311,554.52514,554.58592,1.00000
17914.94581,356525.76608,5579788.88984,553.59657,554.57342,1.00000
17916.94569,356523.99354,5579787.96445,552.41106,554.55974,1.00000
17918.94557,356522.22813,5579787.02583,551.22255,554.54497,1.00000
17920.94545,356520.46929,5579786.07498,550.03094,554.52923,1.00000
17922.94534,356518.71649,5579785.11294,548.84033,554.51265,1.00000
17924.94522,356516.96914,5579784.14075,548.23596,554.49531,1.00000
17926.94510,356515.22671,5579783.15946,548.07278,554.47736,1.00000
17928.94498,356513.48862,5579782.17009,548.04340,554.45888,1.00000
17930.94487,356511.75431,5579781.17370,548.02350,554.44000,1.00000
17932.94475,356510.02323,5579780.17132,548.00515,554.42084,1.00000
17934.94463,356508.29481,5579779.16399,548.04191,554.40150,1.00000
17936.94451,356506.56849,5579778.15275,548.23163,554.38209,1.00000
17938.94440,356504.84372,5579777.13865,548.85315,554.36274,1.00000
17940.94428,356503.11993,5579776.12272,550.12883,554.34354,1.00000
17942.94416,356501.39657,5579775.10600,551.41627,554.32463,1.00000
17944.94404,356499.67312,5579774.08943,552.68981,554.30610,1.00000
17946.94392,356497.94945,5579773.07328,553.91741,554.28808,1.00000
17948.94381,356496.22555,5579772.05755,554.26336,554.27067,1.00000
17950.94369,356494.50143,5579771.04224,554.26459,554.25398,1.00000
17952.94357,356492.77709,5579770.02734,554.24160,554.23814,1.00000
17954.94345,356491.05252,5579769.01286,554.23730,554.22326,1.00000
17956.94334,356489.32773,5579767.99878,554.22326,554.20945,1.00000
17958.94322,356487.60272,5579766.98511,554.19615,554.19676,0.00000
17960.94310,356485.87749,5579765.97185,554.18507,554.18471,0.00000
17962.94298,356484.15204,5579764.95899,554.17332,554.17176,0.00000
17964.94287,356482.42638,5579763.94654,554.15858,554.15612,0.00000
17966.94275,356480.70050,5579762.93448,554.13636,554.13851,0.00000
17968.94263,356478.97440,5579761.92283,554.12127,554.12211,0.00000
17970.94251,356477.24809,5579760.91157,554.10659,554.10830,0.00000
17972.94239,356475.52157,5579759.90070,554.09595,554.09688,0.00000
17974.94228,356473.79484,5579758.89023,554.08896,554.08580,0.00000
17976.94216,356472.06789,5579757.88014,554.07081,554.07372,0.00000
17978.94204,356470.34074,5579756.87045,554.06312,554.06230,0.00000
17980.94192,356468.61338,5579755.86114,554.05288,554.05015,0.00000
17982.94181,356466.88581,5579754.85221,554.03420,554.03630,0.00000
17984.94169,356465.15803,5579753.84367,554.02256,554.02313,0.00000
17986.94157,356463.43005,5579752.83550,554.01313,554.01013,0.00000
17988.94145,356461.70187,5579751.82772,553.99254,553.99673,0.00000
17990.94134,356459.97348,5579750.82031,553.98641,553.98493,0.00000
17992.94122,356458.24489,5579749.81327,553.97486,553.97304,0.00000
17994.94110,356456.51610,5579748.80661,553.95618,553.96114,0.00000
17996.94098,356454.78711,5579747.80032,553.95545,553.95070,0.00000
17998.94086,356453.05792,5579746.79439,553.93623,553.93926,0.00000
18000.94075,356451.32854,5579745.78883,553.93288,553.92509,0.00000
18002.94063,356449.59896,5579744.78364,553.90157,553.90809,0.00000
18004.94051,356447.86918,5579743.77880,553.89371,553.89273,0.00000
18006.94039,356446.13921,5579742.77433,553.88199,553.87733,0.00000
18008.94028,356444.40904,5579741.77021,553.85370,553.86032,0.00000
18010.94016,356442.67868,5579740.76645,553.85121,553.84361,0.00000
18012.94004,356440.94814,5579739.76304,553.82051,553.82476,0.00000
18014.93992,356439.21740,5579738.75999,553.80830,553.80506,0.00000
18016.93981,356437.48647,5579737.75728,553.78252,553.78552,0.00000
18018.93969,356435.75536,5579736.75493,553.76702,553.76717,0.00000
18020.93957,356434.02406,5579735.75292,553.75344,553.74742,0.00000
18022.93945,356432.29257,5579734.75125,553.72109,553.72381,0.00000
18024.93934,356430.56090,5579733.74992,553.69841,553.70075,0.00000
18026.93922,356428.82905,5579732.74893,553.68248,553.67922,0.00000
18028.93910,356427.09701,5579731.74829,553.65646,553.65540,0.00000
18030.93898,356425.36479,5579730.74797,553.62978,553.62868,0.00000
18032.93886,356423.63239,5579729.74799,553.59928,553.60153,0.00000
18034.93875,356421.89982,5579728.74834,553.57395,553.57732,0.00000
18036.93863,356420.16706,5579727.74903,553.55916,553.55534,0.00000
18038.93851,356418.43413,5579726.75003,553.53219,553.53142,0.00000
18040.93839,356416.70102,5579725.75137,553.50302,553.50634,0.00000
18042.93828,356414.96774,5579724.75303,553.48736,553.48030,0.00000
18044.93816,356413.23429,5579723.75501,553.44933,553.44926,0.00000
18046.93804,356411.50066,5579722.75731,553.41514,553.41507,0.00000
18048.93792,356409.76686,5579721.75992,553.37794,553.38228,0.00000
18050.93781,356408.03289,5579720.76285,553.35592,553.35154,0.00000
18052.93769,356406.29875,5579719.76610,553.31692,553.32037,0.00000
18054.93757,356404.56444,5579718.76966,553.29238,553.28879,0.00000
18056.93745,356402.82997,5579717.77352,553.25484,553.25606,0.00000
18058.93733,356401.09533,5579716.77770,553.22140,553.22379,0.00000
18060.93722,356399.36052,5579715.78217,553.19706,553.19159,0.00000
18062.93710,356397.62555,5579714.78696,553.15417,553.15741,0.00000
18064.93698,356395.89042,5579713.79204,553.12114,553.12554,0.00000
18066.93686,356394.15513,5579712.79742,553.10193,553.09608,0.00000
18068.93675,356392.41967,5579711.80310,553.06446,553.06270,0.00000
18070.93663,356390.68406,5579710.80908,553.02492,553.02540,0.00000
18072.93651,356388.94829,5579709.81535,552.98629,552.98830,0.00000
18074.93639,356387.21236,5579708.82191,552.95356,552.95215,0.00000
18076.93628,356385.47627,5579707.82875,552.91967,552.91342,0.00000
18078.93616,356383.74003,5579706.83589,552.86054,552.87508,0.00000
18080.93604,356382.00364,5579705.84331,552.85034,552.84338,0.00000
18082.93592,356380.26709,5579704.85102,552.81469,552.80964,0.00000
18084.93580,356378.53039,5579703.85900,552.76780,552.76927,0.00000
18086.93569,356376.79354,5579702.86727,552.72766,552.72714,0.00000
18088.93557,356375.05654,5579701.87581,552.68475,552.68492,0.00000
18090.93545,356373.31939,5579700.88462,552.64450,552.64127,0.00000
18092.93533,356371.58210,5579699.89371,552.59331,552.59616,0.00000
18094.93522,356369.84465,5579698.90307,552.55138,552.55250,0.00000
18096.93510,356368.10707,5579697.91270,552.51272,552.51012,0.00000
18098.93498,356366.36934,5579696.92260,552.46323,552.46824,0.00000
18100.93486,356364.63146,5579695.93276,552.43244,552.42737,0.00000
18102.93475,356362.89344,5579694.94319,552.38325,552.38487,0.00000
18104.93463,356361.15528,5579693.95387,552.34219,552.34084,0.00000
18106.93451,356359.41699,5579692.96482,552.29744,552.29456,0.00000
18108.93439,356357.67855,5579691.97602,552.24615,552.24443,0.00000
18110.93427,356355.93997,5579690.98748,552.18917,552.19307,0.00000
18112.93416,356354.20126,5579689.99918,552.14495,552.14390,0.00000
18114.93404,356352.46242,5579689.01114,552.09477,552.09594,0.00000
18116.93392,356350.72344,5579688.02335,552.05095,552.04694,0.00000
18118.93380,356348.98432,5579687.03581,551.99330,551.99611,0.00000
18120.93369,356347.24507,5579686.04851,551.94588,551.94636,0.00000
18122.93357,356345.50570,5579685.06145,551.89689,551.89933,0.00000
18124.93345,356343.76619,5579684.07464,551.85568,551.85417,0.00000
18126.93333,356342.02655,5579683.08806,551.80919,551.80861,0.00000
18128.93322,356340.28678,5579682.10172,551.76120,551.76279,0.00000
18130.93310,356338.54689,5579681.11561,551.71690,551.71926,0.00000
18132.93298,356336.80687,5579680.12974,551.67822,551.67896,0.00000
18134.93286,356335.06673,5579679.14410,551.64136,551.64035,0.00000
18136.93274,356333.32646,5579678.15868,551.59861,551.60313,0.00000
18138.93263,356331.58608,5579677.17349,551.57311,551.56623,0.00000
18140.93251,356329.84556,5579676.18853,551.52545,551.52481,0.00000
18142.93239,356328.10493,5579675.20379,551.47963,551.48001,0.00000
18144.93227,356326.36418,5579674.21927,551.43340,551.43578,0.00000
18146.93216,356324.62332,5579673.23497,551.39653,551.39149,0.00000
18148.93204,356322.88233,5579672.25089,551.34346,551.34459,0.00000
